id,title,body,created_at,rate,recommendation_status,is_buyer,product_id,advantages,disadvantages,likes,dislikes,seller_title,seller_code,true_to_size_rate
53484989,,بسیار عالی,17 شهریور 1402,5.0,recommended,True,968332,,,0,0,هادلند,DZHK3,
53403924,خوبه,خوبه,15 شهریور 1402,3.0,recommended,True,968332,,,0,0,کتابکالا,A5659,
53351084,عالی,عالی بود!,13 شهریور 1402,4.0,recommended,True,968332,,,0,0,نمایشگاه کتاب,AKP7J,
53309093,,خیلی خوب بود,12 شهریور 1402,5.0,recommended,True,968332,,,0,0,نمایشگاه کتاب,AKP7J,
53270587,,کتاب بسیار عالی هستش,11 شهریور 1402,5.0,recommended,True,968332,,,0,0,کتابکالا,A5659,
53239554,,عالی بود توصیه می کنم ,10 شهریور 1402,3.0,recommended,True,968332,,,0,0,دیجی‌کالا,5A52N,
53174546,,تعریفشو شنیدم ,8 شهریور 1402,4.0,recommended,True,968332,,,0,0,کتاب تازه,C49US,
53153453, کتاب خودت باش دختر اثر ریچل هالیس,کیفیت و قیمت مناسب دارد و بسیار کاربردی و تاثیرگذار می باشد.,8 شهریور 1402,4.0,recommended,True,968332,"['ترجمه روان و سلیس', 'چاپ با کیفیت کتاب']",,0,0,نمایشگاه کتاب,AKP7J,
53070923,,یکی از بهترین کتابایی بود که خوندم,6 شهریور 1402,5.0,recommended,True,968332,,,0,0,کتاب تازه,C49US,
53050843,,کتاب با ارزشی است ,5 شهریور 1402,5.0,recommended,True,968332,,,0,0,نمایشگاه کتاب,AKP7J,
52972700,,کیفیت کاغذ و چاپ خوبی داره,2 شهریور 1402,4.0,recommended,True,968332,,,0,0,دیجی‌کالا,5A52N,
52905108,,خوب بود,31 مرداد 1402,4.0,no_idea,True,968332,,,0,0,نمایشگاه کتاب,AKP7J,
52874190,,خوشم نیوووومد,30 مرداد 1402,2.0,no_idea,True,968332,,,0,0,کتاب تازه,C49US,
52861187,,متن،ترجمه،صفحات کتاب،قیمت،همه عالی بودن,30 مرداد 1402,5.0,recommended,True,968332,,,0,0,دیجی‌کالا,5A52N,
52858147,کیفیت عالیه ,حتما توصیه میکنم بخونی انقار یک دوست پیشت نوشته داره نصیحتت میکنه ,30 مرداد 1402,5.0,recommended,True,968332,,,0,0,هادلند,DZHK3,
52649689,,"کتاب خوبیه
اما خب مطالب تکراری زیادی داره حداقل برای من...
اما میشه توصیه کرد✌🏻",23 مرداد 1402,3.0,recommended,True,968332,,,0,0,هادلند,DZHK3,
52609565,عالی,عااالی,22 مرداد 1402,5.0,,False,968332,,,0,0,,,
52603981,,عالی ممنون,21 مرداد 1402,5.0,recommended,True,968332,,,0,0,نمایشگاه کتاب,AKP7J,
52549826,,عالی بود,20 مرداد 1402,5.0,recommended,True,968332,,,0,0,دیجی‌کالا,5A52N,
52509380,كتاب مفيدي است ,بد نيست,19 مرداد 1402,5.0,recommended,True,968332,,,0,0,دیجی‌کالا,5A52N,
52478613,کناب خوب,من چندبار این کتابو خوندم,18 مرداد 1402,5.0,recommended,True,968332,,,0,0,دیجی‌کالا,5A52N,
27709002,عالی از هر نظر,انتشارات معتبر و بیلی وایلدر معرکه است,29 آبان 1400,0.0,recommended,True,327232,,,0,0,کوچه کتاب استور,CVRY2,
50657823,,قیمت و کیفیت کاغذ خوب,30 خرداد 1402,3.0,recommended,True,1988198,,,0,0,خانه فرهنگ و هنر گویا,CY4SN,
43279604,,سفرنامه ای یکسره به نظم با بیان خاص و شیوای پروفسور کزازی و همچنین مقدمه ای خواندنی از دکتر غلامرضا خاکی که خود از نویسندگان و نیکان اند.,29 آذر 1401,5.0,recommended,True,1988198,,,0,0,خانه فرهنگ و هنر گویا,CY4SN,
42850036,سفرنامه یورکنامه نو استاد کزازی,سفرنامه یورکنامه نو استاد کزازی برخلاف دیگر سفرنامه های ایشان سراسر با شعر بیان شده که برخی میپسندند و برخی ممکن است خوشایندشان نیاید. استاد کزازی همواره شیرین و شیوا بیان میکنند چه شعر و چه نثر.,18 آذر 1401,5.0,recommended,True,1988198,['سفرنامه ای با شعر بیان شده'],['هیچوقت'],0,0,آغاز کتاب,DJ9NG,
13467235,عالی,دکتر کزازی از بزرگ مردان روزگار، دارای ذوق و سبک خاصی هستند در سرودن,20 آبان 1399,5.0,recommended,True,1988198,,,2,0,کتابکالا,A5659,
51237388,,سایز پدها نسبتا بزرگه و کیفیت و پاک کنندگی قوی داره خیلی راضی بودم,14 تیر 1402,5.0,recommended,True,5749913,,,0,0,بیتان,6XUTR,
48187734,,"تاریخش گذشته!
واقعا که",24 فروردین 1402,1.0,not_recommended,True,5749913,,,0,0,کینگ وایت,AVZTA,
46742297,,من همیشه از این پدلاک پاک کن استفاده میکنم.خیلی کیفیت خوبی داره,17 اسفند 1401,5.0,recommended,True,5749913,,,0,0,کینگ وایت,AVZTA,
46578568,,تاریخ مصرفش گذشته,14 اسفند 1401,1.0,not_recommended,True,5749913,,,0,0,بیتان,6XUTR,
42434890,لاک پاک کن,خوبه,8 آذر 1401,4.0,recommended,True,5749913,,,0,0,کینگ وایت,AVZTA,
41984071,خوبه,خوب بود,26 آبان 1401,5.0,,True,5749913,,,0,0,کینگ وایت,AVZTA,
41765496,پد لاک پاک کن ویهان,کلا دیگه از این مارک نمیخرم,20 آبان 1401,2.0,not_recommended,True,5749913,,,0,0,کینگ وایت,AVZTA,
35946178,مناسبه,کیفیت خوبی داره و به صرفه ست,27 خرداد 1401,5.0,,True,5749913,,,0,0,کینگ وایت,AVZTA,
34285808,,خیلی خوبن ... قبلا هم استفاده کردم....,8 اردیبهشت 1401,0.15,,False,5749913,,,0,0,,,
32803272,,"دو سال پیش اولین بار از طریق دیجی کالا این پد رو خریداری کردم و توی این دو سال هیچ پدی رو به خوبی این پد ندیدم. 
اینکه ۵ تا پد اضافی برای تقویت ناخن داره هم خوبه من فکر میکنم واقعا در زرد نشدن ناخن ها مفیده",25 اسفند 1400,4.5,recommended,True,5749913,,,0,0,کینگ وایت,AVZTA,
31209673,,"از خریدم راضیم 
ممنونم",20 بهمن 1400,4.0,recommended,True,5749913,,,0,0,هایجنیک,5AJTR,
29954645,کاربردی,پاک کنندگی خوبی داره، مرسی,20 دی 1400,3.0,recommended,True,5749913,,,1,0,هایجنیک,5AJTR,
28778360,,پاک کنندگی عالی داره,25 آذر 1400,5.0,recommended,True,5749913,,,1,0,هایجنیک,5AJTR,
25796458,پد لاک پاکن ویهان,من الان چند سالی هست که از پد های لاک پاکن ویهان استفاده می کنم و همیشه خیلی راحت سخت ترین لاک های اکلیلی هم به راحتی پاک می کنه و همین طور پد های تقویتی که داخل هر بسته هست برای جلوگیری از خشکی ناخن و مقاوم سازی خیلی خوبه,4 مهر 1400,5.0,recommended,True,5749913,"['دار بودن پد تقویتی به تعداد هر پد لاک پاکن .\r', 'به راحتی لاک رو از روی ناخن پاک میکنه.']",,2,0,هایجنیک,5AJTR,
52473322,,جنس کاغذش مثل کاهیه خیلی سبک و اصلا سنگین نیست و دست رو خسته کنه ، تو تخفیف خریدمش مرسی,18 مرداد 1402,5.0,recommended,True,968332,,,0,0,دیجی‌کالا,5A52N,
52462800,کتاب ,کتاب خوبیه توصیه میکنم ,17 مرداد 1402,4.0,recommended,True,968332,,,0,0,نمایشگاه کتاب,AKP7J,
52882153,,۲۵ خریدم خوبه ولی اگر استیل بود خ بهتر بود ,30 مرداد 1402,3.0,recommended,True,11345940,,,0,0,هاریکا کالا,F2WFW,
49967750,,من از خریدش راضیم,14 خرداد 1402,5.0,,False,11345940,,,2,0,,,
49797078,تیوپ خالی کن ,خیلی وقت بود منتظر بودم موجود بشه ,10 خرداد 1402,3.0,recommended,True,11345940,,,3,0,هاریکا کالا,F2WFW,
49283395,,کیفیت و قیمت مناسب,25 اردیبهشت 1402,5.0,,False,11345940,,,3,0,,,
49267288,,راضی بودم از خریدش,25 اردیبهشت 1402,5.0,,False,11345940,,,3,0,,,
52428090,,برای دخترانی که اعتماد به نفس ندارند به شدت توصیه میکنم,16 مرداد 1402,5.0,recommended,True,968332,,,0,0,هادلند,DZHK3,
44007953,کرم,واقعا کرم خوبیه من نتیجه گرفتم ازش,17 دی 1401,5.0,recommended,True,1810442,,,0,0, سینا طب ,CAESA,
53686187,,من قبلا رم پا عش رو استفاده کردم و خیلی راضی بودم این مدل رو هم بخاطر رضایت از کرم پا خریدم و در یک جمله عااااالی بود بوی خوب و خاصیت مرطوب کنندگی عالی و اصلا چربی روی پوست نمیمونه ..,23 شهریور 1402,5.0,recommended,True,1096464,,,0,0,یانگوم,ERKSP,
15455505,عالیه پیشنهاد می کنمش,از نظر کیفیت ساخت عالی بود، از پلاستیک کاملا کشسان و یک پارچه ساخته شده که نشتی نداشت کلش یک تکه هست و مثل مدلهای دیگه چهار تا پلاستیک نیست که به هم چسبونده باشن. داخلش دو تا درب گذاشتن، یکی برای مایع ضدعفونی کننده و یکی برای الکل، انتظار نداشتم درب الکلش کار کنه اما واقعا کار می کرد نه نشتی داشت و نه الکل داخلش تبخیر شد. اگه دنبال دستبند اورجینال هستید حتما اینو توصیه می کنم بخرید پشیمون نمی شید.,10 دی 1399,0.0,recommended,True,3999992,"['تمام سیلیکون\r', 'بدون نشت\r', 'قابل استفاده برای الکل']",['ندارد'],8,0,کیدتویز,9P4FD,
53808791,مهره,ریزن ولی خوبه,27 شهریور 1402,4.0,recommended,True,6602417,,,0,0,گالری گارنت,C65DD,
43358275,مهره ,دخترم دوست داشت ,1 دی 1401,5.0,,True,6602417,,,0,0,گالری الماس درخشان,ATWAR,
42624455,,خوبه.         ,13 آذر 1401,3.0,recommended,True,6602417,,,0,0,گالری الماس درخشان,ATWAR,
41186847,,قیمت مناسب        ,7 آبان 1401,4.0,recommended,True,6602417,,,0,0,گالری الماس درخشان,ATWAR,
54035896,خوب,عالی عالی عالی عالی ,4 مهر 1402,5.0,recommended,True,6496304,,,0,0,پخش دنیز,APZF9,
52693563,حد بند,سفید سفید شد ,24 مرداد 1402,2.0,not_recommended,True,6496304,,,0,0,ست پوشاک,CZTWH,
51247039,پیشنهاد می کنم عالی بود,پیشنهاد می کنم عالی بود,14 تیر 1402,5.0,recommended,True,6496304,,,0,0,پخش پارتاک,C4W7K,
50863874,,جنس بد,4 تیر 1402,1.0,not_recommended,True,6496304,,,0,0,ست پوشاک,CZTWH,
50039624,,انقدر کوچیکه که پسر ۶ ساله ام هم نمیتونه استفاده کنه,16 خرداد 1402,5.0,recommended,True,6496304,,,0,0,رخشانه,CE6AD,
49079043,,خوبه,19 اردیبهشت 1402,5.0,,True,6496304,,,0,0,پخش پارتاک,C4W7K,
47315682,از هد بند پهن هاست معمولی,از هد بند پهن هاست معمولی ,29 اسفند 1401,3.0,no_idea,True,6496304,,,0,0,پخش پارتاک,C4W7K,
47261016,پیشنهاد می کنم,خوبه کار راه انداز است,27 اسفند 1401,3.0,recommended,True,6496304,,,0,0,پخش پارتاک,C4W7K,
46373121,,عالی بود,11 اسفند 1401,5.0,recommended,True,6496304,,,0,0,پخش پارتاک,C4W7K,
46366741,هدبند,اولا که پهن بود من فکر میکردم نازک باشه دوما روش مو بوذ مشخص بود از جنسای مرجوعی هست اما به دردسر مرجوع کردنش نمی ارزه,11 اسفند 1401,3.0,not_recommended,True,6496304,,,0,0,ست پوشاک,CZTWH,
45959737,,"خیلی تنگه و دو تکه است
بعد یه مدت ممکنه رد بندازه رو پیشونی.  من ک دیدم تنگه مرجوع نکردم ولی برای دور گردن استفاده کردم.  جنسشم زیاد جالب نیست",1 اسفند 1401,3.0,,True,6496304,,,0,0,پخش پارتاک,C4W7K,
45025703,ارزون,در کل خوبه,9 بهمن 1401,4.0,,True,6496304,"['گرمه', 'خیلی ارزونتر از بیرون']",,0,0,پخش پارتاک,C4W7K,
44906218,,خوبه نسبت به قیمتش,6 بهمن 1401,4.0,recommended,True,6496304,,,0,0,میلاد استور,9P537,
43786571,,ضخیمو گرمه همونجور که میخواستم.فقط تنگه یکم.,11 دی 1401,4.0,no_idea,True,6496304,,,0,0,پخش پارتاک,C4W7K,
43666150,افتضاح,"یه شال گردن نازک و بیکیفیت بجای هد بند برا من فرستادن
مرجوع کردم",9 دی 1401,2.0,,True,6496304,,,0,0,رخشانه,CE6AD,
43432596,قیمت خوبی داره,انشالله خوب باشه,3 دی 1401,3.0,recommended,True,6496304,,,0,0,مسترهت,DJ6G2,
43110221,هدبند,راضی بودم اندازه هم خوب بود,24 آذر 1401,5.0,recommended,True,6496304,,,0,0,رخشانه,CE6AD,
43036824,خوبه,اندازم نبود کوچیکه برام ولیچند بار بشورمش بزرگ میشه الان گذاشتمش دور توپ چهل تیکه چند روز باشه همینجوری,23 آذر 1401,4.0,recommended,True,6496304,,,0,0,پخش پارتاک,C4W7K,
43022349,,کوچیک و خیلی زود نخ کش میشه ,22 آذر 1401,3.0,,True,6496304,,,0,0,پخش پارتاک,C4W7K,
42627758,,نسبت به قیمت خوب بود,13 آذر 1401,4.0,recommended,True,6496304,,,0,0,لوکی شاپ,C9KMZ,
42578139,,نرم و ارزون ممنون از شمت,12 آذر 1401,5.0,,True,6496304,,,0,0,پخش پارتاک,C4W7K,
42500604,,خوبه واسم,10 آذر 1401,5.0,recommended,True,6496304,,,0,0,پخش پارتاک,C4W7K,
42459693,خوبه,خیلی خوب هستش,9 آذر 1401,4.0,recommended,True,6496304,,,0,0,ست پوشاک,CZTWH,
42145539,,خوبه ولی زیاد گرم نمیکنه,30 آبان 1401,3.0,no_idea,True,6496304,,,0,0,پخش پارتاک,C4W7K,
41869455,,خوبه,23 آبان 1401,4.0,,True,6496304,,,0,0,پخش پارتاک,C4W7K,
41679823,,نسبت به قیمتش مناسب بود. فقط یکم کوچیک بچد,18 آبان 1401,4.0,,True,6496304,,,0,0,پخش پارتاک,C4W7K,
37922531,,خوب بود کمی سفت است اما کشسانی خوبی دارد عرضش 9 سانت است طولش درحال دولا  16 سانت ,22 مرداد 1401,4.0,recommended,True,6496304,,,0,0,لوکس شو,CSHGX,
36088482,,این کالا قابل قبول می باشد.,31 خرداد 1401,4.0,recommended,True,6496304,,,0,0,میلاد استور,9P537,
51279775,خوب بود,نسبتا خوب بود,15 تیر 1402,4.0,recommended,True,2170770,,,0,0,آیرین پلاست,C9YXK,
38008544,,خیلی مفید و خوب بود,24 مرداد 1401,4.0,recommended,True,2170770,,,0,0,دیجی‌کالا,5A52N,
34704495,,بد نیست,21 اردیبهشت 1401,2.0,,True,6496304,,,0,0,مسترهت,DJ6G2,
32983549,نظردهی ,خوب بود ممنون,1 فروردین 1401,4.0,recommended,True,6496304,,,0,0,مسترهت,DJ6G2,
32549629,هدبند ساده و کاربردی,در فصل گرم نمیدونم مناسبه یا نه   اما الان که زمستونه خیلی خوبه,19 اسفند 1400,4.0,recommended,True,6496304,['پهن و محکم '],['ندیدم '],0,0,روک لانژ,DJRRV,
32203291,کیفیت خوب و قيمتش مناسب است ,کیفیت خوب و قيمتش مناسب است ,10 اسفند 1400,3.0,recommended,True,6496304,,,0,0,لوکس شو,CSHGX,
30834648,خوبه عالیع,جنسشم خوبه واقعا خوب بود,12 بهمن 1400,5.0,recommended,True,6496304,,,0,0,پخش دنیز,APZF9,
30197614,,نسبت به قیمتی که دارد مناسب میباشد,25 دی 1400,4.0,recommended,True,6496304,,,0,0,شایلی تک,CNVY9,
30052203,بد نیست,کاش یکم ضخیم تر و حجیم تر بود,22 دی 1400,4.0,recommended,True,6496304,,,0,0,طهران پوشاک,DPWZF,
29345881,بد نیست,بد نیست ولی نخ کش میشه,4 دی 1400,2.0,recommended,True,6496304,,,0,0,لوکی شاپ,C9KMZ,
27557799,ارزش خرید نداره,برای من هدبندی که فرستادن زدگی داره,24 آبان 1400,1.0,no_idea,True,6496304,,"['کم عرض\r', 'نخ کش میشه']",3,0,شایلی تک,CNVY9,
27229988,,جنسش که عالیه ولی مشکلی که داره اینه که خیلی پهنه و نمیشه برای هدبند ازش استفاده کرد,14 آبان 1400,4.0,no_idea,True,6496304,,,0,0,میلاد استور,9P537,
27024136,هدبند,خوبه راضییم,8 آبان 1400,5.0,recommended,True,6496304,,,1,0,میلاد استور,9P537,
26659456,کیفیت خوبی داره,کیفیت خوبی داره,27 مهر 1400,4.0,recommended,True,6496304,,,0,0,مسترهت,DJ6G2,
26364729,پیشنهاد می کنم,جنس اش خیلی خوبه . سفت و محکمه .,18 مهر 1400,0.0,recommended,True,6496304,"['محکم', 'حوله ای']",,0,0,شایلی تک,CNVY9,
27184664,خوب بود ,خوب بود ,13 آبان 1400,0.0,recommended,True,5799455,,,0,0,بردیس,CE9U3,
25740282,دمپایی,زیبا و بادوام,2 مهر 1400,4.0,recommended,True,5799455,,,0,0,بردیس,CE9U3,
25189115,,با این قیمت خوبه,20 شهریور 1400,5.0,recommended,True,5799455,,,0,0,بردیس,CE9U3,
54644392,خوب,با این قیمت خیلی خوبه ولی سایز هفت و هشت ساله به هم هفت هشت سال میخوره راه راه سیاه و سفید هست ,23 مهر 1402,5.0,recommended,True,5090960,,,0,0,تولیدی فاین اند فیت,C5WD6,
51803328,عالیییه,پیشنهاد میکنم حتما بخرید ,28 تیر 1402,5.0,recommended,True,5090960,,,0,0,تولیدی فاین اند فیت,C5WD6,
49200700,سرهمی, قشنگتر از عکسش بود کیفیت خوبی داره پیشنهاد میکنم,23 اردیبهشت 1402,5.0,recommended,True,5090960,,,0,0,تولیدی فاین اند فیت,C5WD6,
47608006,,خوب بود,9 فروردین 1402,5.0,recommended,True,5090960,,,0,0,تولیدی فاین اند فیت,C5WD6,
37953067,,اون چیزی نبود ک میخاستم رنگش فرق میکرد,23 مرداد 1401,0.0,no_idea,True,5090960,,,0,0,تولیدی فاین اند فیت,C5WD6,
48449771,,مطابق با عکس بود کیفیت عالی ,31 فروردین 1402,5.0,recommended,True,6739843,,,0,0,ناژوان سنتر,C7YTA,
47189603,,خوب کمر رو میگره,26 اسفند 1401,4.0,recommended,True,6739843,,,0,0,ناژوان سنتر,C7YTA,
47018363,خوب هست ,از نمونه های داروخانه ای چیزی کم نداره,23 اسفند 1401,4.0,recommended,True,6739843,,,0,0,حجره آنلاین اسپند,AZVR2,
46778011,کمربند اتل دار,کمربند خوب واتل دار پیشنهاد میکنم بخرید ,18 اسفند 1401,4.0,recommended,True,6739843,,,0,0,ناژوان سنتر,C7YTA,
46523019,,نازکه,13 اسفند 1401,3.0,no_idea,True,6739843,,,0,0,ناژوان سنتر,C7YTA,
46157850,کمربند طبی,برا مادرم گرفتم،خیلی خوب و محکم.راضی ام,6 اسفند 1401,5.0,recommended,True,6739843,"['جنس خوب و با کیفیت', 'سایز مناسب']",,0,0,ناژوان سنتر,C7YTA,
46139239,خوبه,برای دیسک کمرم میبندم.خیلی محکم،با کیفیت و خوبه.,6 اسفند 1401,4.0,,True,6739843,,,0,0,ناژوان سنتر,C7YTA,
45890623,کیفیت بالا,جنس مرغوب وسایر استاندارد,29 بهمن 1401,5.0,,True,6739843,,,0,0,ناژوان سنتر,C7YTA,
45802071,کمربند,نسبت به قیمت بیرون عالیه من سه تا ازش در سایز های مختلف سفارش دادم همه لوازم سما طب عالین.,27 بهمن 1401,5.0,recommended,True,6739843,,,0,0,ناژوان سنتر,C7YTA,
45505714,قابل قبول ,بنظرم راحت و قابل قبول هست و ارزش خرید داره.,20 بهمن 1401,4.0,recommended,True,6739843,,,0,0,ناژوان سنتر,C7YTA,
45319907,واقعا از جنس و کیفیت خیلی راضی هستم ,کیفیت عالی وقیمت مناسب ,15 بهمن 1401,5.0,,True,6739843,,,0,0,ناژوان سنتر,C7YTA,
45081422,,کمر رو کامل نگه نمیداره,10 بهمن 1401,1.0,not_recommended,True,6739843,,,0,0,ناژوان سنتر,C7YTA,
44874608,,جنس و کیفیت عالی ، با چسبهای قوی و محکم ,6 بهمن 1401,5.0,recommended,True,6739843,,,0,0,ناژوان سنتر,C7YTA,
44836345,,خیلی خوب بود جنس محکمیه قیمتش رو روی خود محصول ۳۹۰ زده بود دیگه نمیدونم دلیلش چیه ولی واقعا در حد همون ۳۹۰ هم ارزش داره,5 بهمن 1401,5.0,recommended,True,6739843,,,0,0,ناژوان سنتر,C7YTA,
44737892,,برای من کارایی نداشت.,2 بهمن 1401,3.0,,True,6739843,,,0,0,ناژوان سنتر,C7YTA,
44535575,کمربند فنر دار,خوبه. هم محکمه هم چسبش قویه. راضی هستم. قیمتشم خوبه,28 دی 1401,4.0,,True,6739843,,,0,0,ناژوان سنتر,C7YTA,
43838584,کمر بند طبی,همینو تو شهر خودمون 300 قیمت گفت... ارزش خرید داره,13 دی 1401,4.0,recommended,True,6739843,"['قیمت مناسب', 'کیفیت عالی', 'اندازه ی مناسب']",,0,0,ناژوان سنتر,C7YTA,
43778804,,خیلی خوب جنس خوب,11 دی 1401,5.0,,True,6739843,,,0,0,ناژوان سنتر,C7YTA,
43335695,,کمربند نرم هست,30 آذر 1401,4.0,,True,6739843,,,0,0,ناژوان سنتر,C7YTA,
43325672,متوسط,در حد متوسط خوبه,30 آذر 1401,3.0,no_idea,True,6739843,,,0,0,حجره آنلاین اسپند,AZVR2,
43302456,,کیفیتش عالی بود,29 آذر 1401,5.0,recommended,True,6739843,,,0,0,ناژوان سنتر,C7YTA,
43280913,,داقعا باورم نمیشد کیفیتش اینقدر خوب باشه،همیشه از دیجی کالا خرید میکنم معمولاکالاهایی که از انبار دیجی کالا برام اومده بهتر وبا کیفیت بالاتری هست،این محصول خیلی خوب با جنس خوب ودقیقا طبق سفارشم اورده شده بود ممنون,29 آذر 1401,5.0,,True,6739843,,,1,0,ناژوان سنتر,C7YTA,
43239903,خوبه بخرید,خوبه بخرید,28 آذر 1401,4.0,,True,6739843,,,0,0,ناژوان سنتر,C7YTA,
43114332,کشش معمولیه خیلی شل,کشش اصلا خوب نیست اما اتلهاش خوبه,25 آذر 1401,3.0,no_idea,True,6739843,,,0,0,ناژوان سنتر,C7YTA,
43088675,,برای همکارم گرفتم راضی بود..,24 آذر 1401,4.0,recommended,True,6739843,,,1,0,ناژوان سنتر,C7YTA,
43979001,,خوب قابل استفاد۶,16 دی 1401,4.0,recommended,True,3252504,,,0,0,مهر افزون,AU7SX,
37783293,,عالی,18 مرداد 1401,5.0,recommended,True,2170770,,,0,0,وان کالا,CSZ49,
37476194,خوب نبود,نمیدونم من راضی نبودم,9 مرداد 1401,1.0,not_recommended,True,2170770,,,0,0,دیجی‌کالا,5A52N,
36714187,,معمولی خیلی خوب نیست,20 تیر 1401,5.0,recommended,True,2170770,,,0,0,آیرین پلاست,C9YXK,
51137482,,راضیم بیشتر از این برند استفاده می‌کنم,11 تیر 1402,5.0,recommended,True,2170770,,,0,0,پاییزانه,CXFZ4,
46663496,,من از دیجی کالا نخریدم ولی به طور کلی خیلی راضیم سبک و خوب و رنگ طبیعی. برای من اصلا پوست پوست نمیشه حتی طولانی مدت,16 اسفند 1401,5.0,,False,9284342,,,1,0,,,
42989544,,با این قیمت کرمهای با کیفیت دیگری میتوان خریداری کرد. با اینکه این کرم بسیار سبک است ولی متاسفانه روی پوست پوسته پوسته میشه.,21 آذر 1401,2.0,not_recommended,True,9284342,,,0,0,ای میکاپ استور,EAY4T,
43985374,,من برا عمل بلفارو مامانم خریدم قبلا هم استفاده کردم خوبه بخرید ,16 دی 1401,3.0,recommended,True,1810442,,,1,0, سینا طب ,CAESA,
43741050,تاثیر خاصی نداشت,معمولی بود تاثیر خاصی ندیدم,10 دی 1401,3.0,no_idea,True,1810442,,,0,0,موپیگان,CFK33,
43698298,خیلی معمولیه توقع چندانی نمیشه ازش داشت,خیلی معمولیه توقع چندانی نمیشه ازش داشت,9 دی 1401,3.0,,True,1810442,,,0,0, سینا طب ,CAESA,
43581445,راضیم,از این بهتر هم گیر میاد اما قیمتش بالاست,6 دی 1401,4.0,recommended,True,1810442,,,0,0, سینا طب ,CAESA,
43550549,کرم خوب,کرم خوبیه و با توجه به قیمتی که گذاشته بودن ارزش خرید داشت,6 دی 1401,3.0,no_idea,True,1810442,,,0,0, سینا طب ,CAESA,
43356498,موثر ,بد نیست.تا حدی موثره.,1 دی 1401,3.0,recommended,True,1810442,,,0,0, سینا طب ,CAESA,
43294829,,خیلی خوبه واقعا موثره,29 آذر 1401,4.0,recommended,True,1810442,,,0,0,سنتربیوتی,AFK4F,
43178149,قابل قبول ,برای جای سوختگی درجه ۲ استفاده میکنم بعد اتمام دوره مصرف نظرمو میگم,26 آذر 1401,4.0,recommended,True,1810442,,,1,0, سینا طب ,CAESA,
43135858,,کرم درماسیف رو واسه زخم بعداز ریموو بهم پیشنهاد دادن فعلا ۵روزه میزنم,25 آذر 1401,4.0,,True,1810442,,,0,0, سینا طب ,CAESA,
42950296,اصلا راضی نبودم,اصلا توصیه نمیکنم ,20 آذر 1401,1.0,not_recommended,True,1810442,,,1,0, سینا طب ,CAESA,
42736388,پوماد,خوب بود,15 آذر 1401,4.0,recommended,True,1810442,['خوب یود'],,0,0,دارو سل,AMGU6,
42713459,بد نبود,تاثیری خبلی نداشت,15 آذر 1401,1.0,no_idea,True,1810442,,,0,0,امید پخش نوین,AZMJ4,
42652854,خوب,بدک نبود,14 آذر 1401,3.0,no_idea,True,1810442,,,0,0,سام بیوتی سنتر,EAWHU,
42484724,,"بعد از دو دوره استفاده 
کامل جوابگوعه ولی برای صورت اگر پوست چربی دارید منافذ باز میاره ",10 آذر 1401,5.0,recommended,True,1810442,,,1,0,ژینا طب,6XZUV,
42412635,عالی,عالی,8 آذر 1401,4.0,,True,1810442,,,1,0, سینا طب ,CAESA,
42233187,,واقعا راضي بودم ,3 آذر 1401,5.0,recommended,True,1810442,,,1,0,وان کالا,CSZ49,
42119645,,همیشه استفاده میکنم خوبه,30 آبان 1401,4.0,recommended,True,1810442,,,0,0,همسو کالا,DKN2M,
42030064,اشغال,من دوبار گرفتم به امید اینکه جواب بده و بعدش فهمیدم واقعا اشغاله,27 آبان 1401,2.0,not_recommended,True,1810442,,,1,1,دارو سل,AMGU6,
42006375,من راضی ام هم خودم هم خودهرم استفاده کردیم,هم خودم هم خواهرم استفاده کردیم راضی هستیم,27 آبان 1401,4.0,recommended,True,1810442,,,1,0, سینا طب ,CAESA,
41999320,کرم درماسیف ,نسبت به بقیه کرمهای ایرانی بسیار کیفیت خوبی داره. زخم رو خشک میکنه و باعث ترمیم زخم میشه. البته روی زخم های تازه  اثر بیشتری داره.,26 آبان 1401,5.0,recommended,True,1810442,,,1,0,سیب نارنجی,CVFR5,
41571559,خیلی کرم خوبی ,محصول بی نظیری واقعا ممنون از ارسال به موقع,16 آبان 1401,5.0,recommended,True,1810442,,,0,0,سام بیوتی سنتر,EAWHU,
40840440,عالیه بهترین,عالیه بهترین,29 مهر 1401,5.0,,False,1810442,,,0,0,,,
40839327,عالیه,خیلی خوبه حتما دوباره میخرم,29 مهر 1401,5.0,recommended,True,1810442,,,0,0,سام بیوتی سنتر,EAWHU,
40815926,کرم تاثیرگذاری نبود.,برای من تاثیر آنچنانی نداشت به خورد پوست نمیره که بخواد کاری انجام بده,29 مهر 1401,3.0,not_recommended,True,1810442,,,0,0, سینا طب ,CAESA,
40611482,,این کرم فوق‌العاده است ,24 مهر 1401,5.0,,True,1810442,,,1,0,بیوتی مهد,EJCTC,
40571158,,برای اولین بار خریدم,23 مهر 1401,4.0,,True,1810442,,,0,0,بیوتی مهد,EJCTC,
40545734,,ترمیم کننده بسیار خوبیه ,23 مهر 1401,5.0,recommended,True,1810442,,,0,0, سینا طب ,CAESA,
40514024,,برای پوست های خشک و ترمیم عالیه,22 مهر 1401,5.0,recommended,True,1810442,,,0,0, سینا طب ,CAESA,
